"id","usuario","accion","detalle","fecha"
"545","3","modificó_atributo","Atributo 'peso' de clase 'CuentaCorriente' modificado: tipo cambiado a 'float'","2025-04-21 04:45:31.000000"
"546","3","modificó_clase","Clase 'Cola' modificada: se actualizó el modificador de acceso a 'private'","2025-04-21 04:48:27.000000"
"547","3","eliminó_atributo","Atributo 'peso' eliminado de la clase 'CuentaCorriente'","2025-04-21 04:49:05.000000"
"548","3","eliminó_herencia","Relación de herencia eliminada entre 'CuentaCorriente' y 'CuentaAhorro'","2025-04-21 04:53:52.000000"
"549","3","creó_método","Método 'boolean hablar()' agregado a la clase 'Cola' en proyecto 3","2025-04-21 05:01:18.000000"
"550","3","modificó_clase","Clase 'CuentaAhorro' modificada: se actualizó el modificador de acceso a 'protected'","2025-04-21 05:07:45.000000"
"551","3","guardó_código","Archivo: codigos_fuenteusuario_3proyecto_3Animal.cpp","2025-04-21 05:14:00.000000"
"552","3","creó_método","Método 'double setEdad()' agregado a la clase 'CuentaAhorro' en proyecto 3","2025-04-21 05:18:10.000000"
"553","3","modificó_herencia","Relación de herencia modificada: 'Animal' ahora hereda de 'CuentaCorriente' (antes diferente)","2025-04-21 05:25:32.000000"
"554","3","guardó_código","Archivo: codigos_fuenteusuario_3proyecto_3CuentaAhorro.cpp","2025-04-21 05:27:33.000000"
"555","3","modificó_atributo","Atributo 'kilometraje' de clase 'CuentaCorriente' modificado: tipo cambiado a 'boolean'","2025-04-21 05:28:57.000000"
"556","3","creó_atributo","Atributo 'protected double altura' agregado a la clase 'CuentaCorriente' en proyecto 3","2025-04-21 05:30:16.000000"
"557","3","modificó_clase","Error al modificar clase 'CuentaAhorro': nombre inválido","2025-04-21 05:35:14.000000"
"558","3","creó_atributo","Atributo 'protected boolean saldo' agregado a la clase 'CuentaCorriente' en proyecto 3","2025-04-21 05:37:00.000000"
"559","3","modificó_atributo","Atributo 'salario' de clase 'Animal' modificado: tipo cambiado a 'double'","2025-04-21 05:39:33.000000"
"560","3","creó_atributo","Atributo 'protected int altura' agregado a la clase 'CuentaAhorro' en proyecto 3","2025-04-21 05:41:41.000000"
"561","3","modificó_método","Método 'transferir()' de clase 'CuentaAhorro': cuerpo actualizado en editor Monaco","2025-04-21 05:47:28.000000"
"562","3","creó_método","Método 'double toString()' agregado a la clase 'CuentaCorriente' en proyecto 3","2025-04-21 05:52:27.000000"
"563","3","compiló_cpp","Éxito en proyecto 3","2025-04-21 05:55:06.000000"
"564","3","modificó_método","Método 'obtenerNombre()' de clase 'CuentaCorriente': cuerpo actualizado en editor Monaco","2025-04-21 06:02:33.000000"
"565","3","modificó_atributo","Atributo 'nombre' de clase 'CuentaCorriente' modificado: tipo cambiado a 'String'","2025-04-21 06:06:04.000000"
"566","3","guardó_código","Archivo: codigos_fuenteusuario_3proyecto_3CuentaCorriente.cpp","2025-04-21 06:08:50.000000"
"567","3","creó_método","Método 'int validar()' agregado a la clase 'CuentaAhorro' en proyecto 3","2025-04-21 06:16:07.000000"
"568","3","creó_atributo","Atributo 'protected char precio' agregado a la clase 'Animal' en proyecto 3","2025-04-21 06:20:00.000000"
"569","3","creó_método","Método 'void inicializar()' agregado a la clase 'Animal' en proyecto 3","2025-04-21 06:21:10.000000"
"570","3","creó_atributo","Atributo 'public char velocidad' agregado a la clase 'Animal' en proyecto 3","2025-04-21 06:24:51.000000"
"571","3","estableció_herencia","Relación de herencia creada: 'Cola' extiende a 'CuentaAhorro' en proyecto 3","2025-04-21 06:28:48.000000"
"572","3","guardó_código","Archivo: codigos_fuenteusuario_3proyecto_3CuentaAhorro.cpp","2025-04-21 06:33:13.000000"
"573","3","guardó_código","Archivo: codigos_fuenteusuario_3proyecto_3CuentaAhorro.cpp","2025-04-21 06:38:32.000000"
"574","3","creó_método","Método 'boolean depositar()' agregado a la clase 'CuentaCorriente' en proyecto 3","2025-04-21 06:41:06.000000"
"575","3","modificó_atributo","Atributo 'matricula' de clase 'Cola' modificado: tipo cambiado a 'String'","2025-04-21 06:47:32.000000"
"576","3","creó_método","Método 'double arrancar()' agregado a la clase 'CuentaCorriente' en proyecto 3","2025-04-21 06:49:57.000000"
"577","3","compiló_cpp","Fallo en proyecto 3. error: expected ';' before '}' token","2025-04-21 06:53:00.000000"
"578","3","modificó_herencia","Relación de herencia modificada: 'Cola' ahora hereda de 'CuentaAhorro' (antes diferente)","2025-04-21 06:59:20.000000"
"579","3","eliminó_clase","Clase 'Cola' eliminada del diagrama. Archivo físico removido del proyecto 3","2025-04-21 07:06:53.000000"
"580","3","creó_método","Método 'int obtenerNombre()' agregado a la clase 'CuentaCorriente' en proyecto 3","2025-04-21 07:14:37.000000"
"581","3","cerró_sesión_inactividad","El sistema cerró la sesión por 10 min sin actividad. Usuario 3 en proyecto 3","2025-04-21 07:15:48.000000"
"582","3","abrió_sesión","Usuario 3 inició sesión y abrió el proyecto 3","2025-04-29 00:18:00.000000"
"583","3","creó_atributo","Error: tipo de dato no reconocido en atributo de 'CuentaAhorro'","2025-04-29 00:25:09.000000"
"584","3","guardó_código","Archivo: codigos_fuenteusuario_3proyecto_3CuentaCorriente.cpp","2025-04-29 00:29:33.000000"
"585","3","modificó_atributo","Error: tipo incompatible al modificar atributo en 'CuentaAhorro'","2025-04-29 00:34:52.000000"
"586","3","guardó_código","Archivo: codigos_fuenteusuario_3proyecto_3CuentaAhorro.cpp","2025-04-29 00:41:42.000000"
"587","3","creó_método","Método 'boolean setPrecio()' agregado a la clase 'Animal' en proyecto 3","2025-04-29 00:48:47.000000"
"588","3","modificó_atributo","Atributo 'saldo' de clase 'Animal' modificado: tipo cambiado a 'String'","2025-04-29 00:55:49.000000"
"589","3","creó_método","Método 'boolean getEdad()' agregado a la clase 'CuentaAhorro' en proyecto 3","2025-04-29 01:00:32.000000"
"590","3","creó_atributo","Atributo 'protected boolean codigo' agregado a la clase 'CuentaAhorro' en proyecto 3","2025-04-29 01:05:43.000000"
"591","3","eliminó_herencia","Relación de herencia eliminada entre 'CuentaAhorro' y 'CuentaCorriente'","2025-04-29 01:10:34.000000"
"592","3","estableció_herencia","Relación de herencia creada: 'CuentaAhorro' extiende a 'CuentaCorriente' en proyecto 3","2025-04-29 01:12:01.000000"
"593","3","guardó_código","Archivo: codigos_fuenteusuario_3proyecto_3CuentaAhorro.cpp","2025-04-29 01:17:24.000000"
"594","3","creó_atributo","Atributo 'protected float kilometraje' agregado a la clase 'Animal' en proyecto 3","2025-04-29 01:18:52.000000"
"595","3","creó_método","Método 'double toString()' agregado a la clase 'CuentaAhorro' en proyecto 3","2025-04-29 01:21:39.000000"
"596","3","creó_clase","Clase 'Poligono' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_3proyecto_3Poligono.cpp","2025-04-29 01:28:45.000000"
"597","3","creó_atributo","Atributo 'protected float radio' agregado a la clase 'CuentaAhorro' en proyecto 3","2025-04-29 01:33:53.000000"
"598","3","creó_método","Error: firma duplicada al crear método en 'Animal'","2025-04-29 01:41:24.000000"
"599","3","eliminó_atributo","Atributo 'kilometraje' eliminado de la clase 'CuentaAhorro'","2025-04-29 01:45:01.000000"
"600","3","compiló_cpp","Fallo en proyecto 3. error: 'class' redefinition","2025-04-29 01:50:08.000000"
"601","3","creó_método","Método 'String frenar()' agregado a la clase 'CuentaCorriente' en proyecto 3","2025-04-29 01:57:39.000000"
"602","3","creó_método","Método 'void arrancar()' agregado a la clase 'CuentaCorriente' en proyecto 3","2025-04-29 02:04:36.000000"
"603","3","modificó_clase","Clase 'CuentaAhorro' modificada: se actualizó el modificador de acceso a 'private'","2025-04-29 02:05:27.000000"
"604","3","modificó_clase","Error al modificar clase 'CuentaAhorro': nombre inválido","2025-04-29 02:12:26.000000"
"605","3","modificó_atributo","Error: tipo incompatible al modificar atributo en 'Poligono'","2025-04-29 02:19:04.000000"
"606","3","guardó_código","Archivo: codigos_fuenteusuario_3proyecto_3Poligono.cpp","2025-04-29 02:23:19.000000"
"607","3","estableció_herencia","Error: herencia circular detectada entre 'CuentaAhorro' y 'Animal'","2025-04-29 02:28:28.000000"
"608","3","creó_clase","Clase 'Profesor' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_3proyecto_3Profesor.cpp","2025-04-29 02:30:49.000000"
"609","3","modificó_método","Método 'setNombre()' de clase 'Animal': cuerpo actualizado en editor Monaco","2025-04-29 02:34:56.000000"
"610","3","modificó_método","Método 'transferir()' de clase 'Poligono': cuerpo actualizado en editor Monaco","2025-04-29 02:36:18.000000"
"611","3","modificó_método","Método 'obtenerNombre()' de clase 'Poligono': cuerpo actualizado en editor Monaco","2025-04-29 02:43:04.000000"
"612","3","modificó_atributo","Atributo 'tasa' de clase 'CuentaCorriente' modificado: tipo cambiado a 'boolean'","2025-04-29 02:50:38.000000"
"613","3","cerró_sesión_inactividad","El sistema cerró la sesión por 10 min sin actividad. Usuario 3 en proyecto 3","2025-04-29 02:56:42.000000"
"614","4","abrió_sesión","Usuario 4 inició sesión y abrió el proyecto 4","2025-02-10 21:23:00.000000"
"615","4","creó_clase","Clase 'CuentaBancaria' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_4proyecto_4CuentaBancaria.java","2025-02-10 21:24:40.000000"
"616","4","creó_método","Método 'String getPrecio()' agregado a la clase 'CuentaBancaria' en proyecto 4","2025-02-10 21:28:25.000000"
"617","4","creó_atributo","Atributo 'public double base' agregado a la clase 'CuentaBancaria' en proyecto 4","2025-02-10 21:35:31.000000"
"618","4","modificó_método","Método 'transferir()' de clase 'CuentaBancaria': cuerpo actualizado en editor Monaco","2025-02-10 21:42:57.000000"
"619","4","creó_atributo","Atributo 'private boolean anio' agregado a la clase 'CuentaBancaria' en proyecto 4","2025-02-10 21:49:52.000000"
"620","4","compiló_java","Fallo en proyecto 4. error: incompatible types: String cannot be converted to int","2025-02-10 21:57:49.000000"
"621","4","creó_atributo","Atributo 'private int cargo' agregado a la clase 'CuentaBancaria' en proyecto 4","2025-02-10 21:59:27.000000"
"622","4","creó_clase","Clase 'Camion' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_4proyecto_4Camion.java","2025-02-10 22:05:25.000000"
"623","4","estableció_herencia","Relación de herencia creada: 'CuentaBancaria' extiende a 'Camion' en proyecto 4","2025-02-10 22:11:41.000000"
"624","4","modificó_atributo","Atributo 'anio' de clase 'Camion' modificado: tipo cambiado a 'boolean'","2025-02-10 22:13:24.000000"
"625","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4CuentaBancaria.java","2025-02-10 22:14:29.000000"
"626","4","creó_clase","Error al crear clase 'Persona': nombre duplicado en proyecto 4","2025-02-10 22:19:30.000000"
"627","4","creó_método","Método 'void setEdad()' agregado a la clase 'CuentaBancaria' en proyecto 4","2025-02-10 22:24:48.000000"
"628","4","eliminó_clase","Clase 'CuentaBancaria' eliminada del diagrama. Archivo físico removido del proyecto 4","2025-02-10 22:25:22.000000"
"629","4","modificó_método","Método 'getEdad()' de clase 'Camion': cuerpo actualizado en editor Monaco","2025-02-10 22:31:04.000000"
"630","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Camion.java","2025-02-10 22:37:06.000000"
"631","4","creó_clase","Clase 'Nodo' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_4proyecto_4Nodo.java","2025-02-10 22:39:00.000000"
"632","4","modificó_clase","Error al modificar clase 'Camion': nombre inválido","2025-02-10 22:43:15.000000"
"633","4","modificó_clase","Clase 'Nodo' modificada: se actualizó el modificador de acceso a 'private'","2025-02-10 22:46:44.000000"
"634","4","creó_método","Método 'String toString()' agregado a la clase 'Camion' en proyecto 4","2025-02-10 22:53:23.000000"
"635","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Camion.java","2025-02-10 22:55:42.000000"
"636","4","modificó_atributo","Atributo 'edad' de clase 'Camion' modificado: tipo cambiado a 'float'","2025-02-10 23:01:33.000000"
"637","4","creó_atributo","Atributo 'public boolean altura' agregado a la clase 'Camion' en proyecto 4","2025-02-10 23:08:26.000000"
"638","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Camion.java","2025-02-10 23:10:13.000000"
"639","4","creó_clase","Clase 'Hexagono' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_4proyecto_4Hexagono.java","2025-02-10 23:14:13.000000"
"640","4","modificó_atributo","Atributo 'color' de clase 'Camion' modificado: tipo cambiado a 'String'","2025-02-10 23:19:58.000000"
"641","4","creó_método","Error: firma duplicada al crear método en 'Camion'","2025-02-10 23:26:19.000000"
"642","4","modificó_método","Método 'transferir()' de clase 'Hexagono': cuerpo actualizado en editor Monaco","2025-02-10 23:30:35.000000"
"643","4","compiló_java","Éxito en proyecto 4","2025-02-10 23:38:25.000000"
"644","4","creó_método","Método 'void getPrecio()' agregado a la clase 'Camion' en proyecto 4","2025-02-10 23:40:46.000000"
"645","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Camion.java","2025-02-10 23:42:00.000000"
"646","4","estableció_herencia","Error: herencia circular detectada entre 'Camion' y 'Nodo'","2025-02-10 23:43:21.000000"
"647","4","eliminó_atributo","Atributo 'peso' eliminado de la clase 'Nodo'","2025-02-10 23:45:02.000000"
"648","4","modificó_atributo","Atributo 'codigo' de clase 'Hexagono' modificado: tipo cambiado a 'boolean'","2025-02-10 23:51:57.000000"
"649","4","eliminó_clase","Clase 'Camion' eliminada del diagrama. Archivo físico removido del proyecto 4","2025-02-10 23:53:30.000000"
"650","4","estableció_herencia","Relación de herencia creada: 'Hexagono' extiende a 'Nodo' en proyecto 4","2025-02-10 23:59:01.000000"
"651","4","creó_clase","Clase 'CuentaBancaria' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_4proyecto_4CuentaBancaria.java","2025-02-11 00:05:44.000000"
"652","4","estableció_herencia","Relación de herencia creada: 'Nodo' extiende a 'Hexagono' en proyecto 4","2025-02-11 00:09:30.000000"
"653","4","estableció_herencia","Relación de herencia creada: 'Hexagono' extiende a 'CuentaBancaria' en proyecto 4","2025-02-11 00:12:59.000000"
"654","4","eliminó_herencia","Relación de herencia eliminada entre 'Nodo' y 'Hexagono'","2025-02-11 00:17:08.000000"
"655","4","eliminó_herencia","Relación de herencia eliminada entre 'Hexagono' y 'Nodo'","2025-02-11 00:20:19.000000"
"656","4","creó_clase","Clase 'Persona' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_4proyecto_4Persona.java","2025-02-11 00:27:34.000000"
"657","4","creó_método","Método 'boolean calcularArea()' agregado a la clase 'Persona' en proyecto 4","2025-02-11 00:29:15.000000"
"658","4","creó_método","Método 'void caminar()' agregado a la clase 'Nodo' en proyecto 4","2025-02-11 00:31:51.000000"
"659","4","modificó_atributo","Error: tipo incompatible al modificar atributo en 'Nodo'","2025-02-11 00:34:42.000000"
"660","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Hexagono.java","2025-02-11 00:40:42.000000"
"661","4","estableció_herencia","Error: herencia circular detectada entre 'CuentaBancaria' y 'Persona'","2025-02-11 00:41:55.000000"
"662","4","cerró_sesión_inactividad","El sistema cerró la sesión por 10 min sin actividad. Usuario 4 en proyecto 4","2025-02-11 00:44:32.000000"
"663","4","abrió_sesión","Usuario 4 inició sesión y abrió el proyecto 4","2025-02-13 19:04:00.000000"
"664","4","modificó_clase","Clase 'CuentaBancaria' modificada: se actualizó el modificador de acceso a 'private'","2025-02-13 19:05:39.000000"
"665","4","creó_método","Método 'int acelerar()' agregado a la clase 'Persona' en proyecto 4","2025-02-13 19:12:48.000000"
"666","4","modificó_herencia","Relación de herencia modificada: 'Hexagono' ahora hereda de 'CuentaBancaria' (antes diferente)","2025-02-13 19:19:52.000000"
"667","4","creó_clase","Clase 'Vehiculo' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_4proyecto_4Vehiculo.java","2025-02-13 19:25:21.000000"
"668","4","modificó_clase","Clase 'Hexagono' modificada: se actualizó el modificador de acceso a 'public'","2025-02-13 19:26:46.000000"
"669","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Hexagono.java","2025-02-13 19:28:35.000000"
"670","4","creó_atributo","Atributo 'public int anio' agregado a la clase 'Persona' en proyecto 4","2025-02-13 19:29:59.000000"
"671","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Vehiculo.java","2025-02-13 19:31:53.000000"
"672","4","creó_clase","Clase 'Gato' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_4proyecto_4Gato.java","2025-02-13 19:36:13.000000"
"673","4","modificó_atributo","Atributo 'descripcion' de clase 'Gato' modificado: tipo cambiado a 'int'","2025-02-13 19:40:41.000000"
"674","4","modificó_herencia","Relación de herencia modificada: 'Hexagono' ahora hereda de 'CuentaBancaria' (antes diferente)","2025-02-13 19:43:51.000000"
"675","4","modificó_atributo","Atributo 'cargo' de clase 'Vehiculo' modificado: tipo cambiado a 'int'","2025-02-13 19:47:49.000000"
"676","4","eliminó_clase","Clase 'Hexagono' eliminada del diagrama. Archivo físico removido del proyecto 4","2025-02-13 19:49:20.000000"
"677","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4CuentaBancaria.java","2025-02-13 19:54:24.000000"
"678","4","compiló_java","Éxito en proyecto 4","2025-02-13 19:57:57.000000"
"679","4","creó_método","Método 'double aplicarDescuento()' agregado a la clase 'Gato' en proyecto 4","2025-02-13 20:05:01.000000"
"680","4","modificó_atributo","Atributo 'base' de clase 'Gato' modificado: tipo cambiado a 'String'","2025-02-13 20:07:17.000000"
"681","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Vehiculo.java","2025-02-13 20:11:38.000000"
"682","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Gato.java","2025-02-13 20:14:45.000000"
"683","4","eliminó_método","Error al eliminar método: no encontrado en 'Gato'","2025-02-13 20:19:12.000000"
"684","4","modificó_atributo","Atributo 'radio' de clase 'Persona' modificado: tipo cambiado a 'boolean'","2025-02-13 20:21:57.000000"
"685","4","creó_atributo","Atributo 'public double nombre' agregado a la clase 'Gato' en proyecto 4","2025-02-13 20:29:43.000000"
"686","4","creó_clase","Clase 'Hexagono' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_4proyecto_4Hexagono.java","2025-02-13 20:31:14.000000"
"687","4","creó_método","Método 'int transferir()' agregado a la clase 'Vehiculo' en proyecto 4","2025-02-13 20:32:30.000000"
"688","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Nodo.java","2025-02-13 20:34:20.000000"
"689","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4CuentaBancaria.java","2025-02-13 20:41:43.000000"
"690","4","creó_clase","Clase 'Cliente' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_4proyecto_4Cliente.java","2025-02-13 20:48:04.000000"
"691","4","creó_atributo","Error: tipo de dato no reconocido en atributo de 'Cliente'","2025-02-13 20:51:09.000000"
"692","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Cliente.java","2025-02-13 20:58:42.000000"
"693","4","creó_método","Método 'String setPrecio()' agregado a la clase 'CuentaBancaria' en proyecto 4","2025-02-13 21:05:12.000000"
"694","4","creó_clase","Clase 'Poligono' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_4proyecto_4Poligono.java","2025-02-13 21:11:38.000000"
"695","4","creó_método","Método 'boolean aplicarDescuento()' agregado a la clase 'Persona' en proyecto 4","2025-02-13 21:17:16.000000"
"696","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Gato.java","2025-02-13 21:18:06.000000"
"697","4","creó_clase","Clase 'Estudiante' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_4proyecto_4Estudiante.java","2025-02-13 21:20:26.000000"
"698","4","cerró_sesión_inactividad","El sistema cerró la sesión por 10 min sin actividad. Usuario 4 en proyecto 4","2025-02-13 21:28:03.000000"
"699","4","abrió_sesión","Usuario 4 inició sesión y abrió el proyecto 4","2025-02-14 21:58:00.000000"
"700","4","creó_método","Método 'boolean validar()' agregado a la clase 'Poligono' en proyecto 4","2025-02-14 22:05:22.000000"
"701","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Hexagono.java","2025-02-14 22:06:58.000000"
"702","4","creó_atributo","Atributo 'private String codigo' agregado a la clase 'Persona' en proyecto 4","2025-02-14 22:10:22.000000"
"703","4","estableció_herencia","Relación de herencia creada: 'Nodo' extiende a 'Cliente' en proyecto 4","2025-02-14 22:16:59.000000"
"704","4","estableció_herencia","Error: herencia circular detectada entre 'CuentaBancaria' y 'Vehiculo'","2025-02-14 22:18:59.000000"
"705","4","creó_atributo","Atributo 'private double radio' agregado a la clase 'Persona' en proyecto 4","2025-02-14 22:26:19.000000"
"706","4","compiló_java","Éxito en proyecto 4","2025-02-14 22:34:01.000000"
"707","4","modificó_atributo","Atributo 'tasa' de clase 'Hexagono' modificado: tipo cambiado a 'int'","2025-02-14 22:41:55.000000"
"708","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Hexagono.java","2025-02-14 22:45:10.000000"
"709","4","eliminó_atributo","Atributo 'salario' eliminado de la clase 'CuentaBancaria'","2025-02-14 22:46:10.000000"
"710","4","eliminó_herencia","Relación de herencia eliminada entre 'Nodo' y 'Cliente'","2025-02-14 22:46:51.000000"
"711","4","creó_atributo","Atributo 'public boolean cargo' agregado a la clase 'Cliente' en proyecto 4","2025-02-14 22:48:36.000000"
"712","4","modificó_clase","Clase 'Vehiculo' modificada: se actualizó el modificador de acceso a 'public'","2025-02-14 22:54:06.000000"
"713","4","creó_clase","Error al crear clase 'Figura': nombre duplicado en proyecto 4","2025-02-14 23:00:36.000000"
"714","4","creó_atributo","Error: tipo de dato no reconocido en atributo de 'CuentaBancaria'","2025-02-14 23:02:18.000000"
"715","4","eliminó_clase","Error al eliminar clase 'Estudiante': tiene dependencias activas","2025-02-14 23:09:24.000000"
"716","4","creó_atributo","Error: tipo de dato no reconocido en atributo de 'CuentaBancaria'","2025-02-14 23:10:50.000000"
"717","4","modificó_método","Método 'setEdad()' de clase 'Poligono': cuerpo actualizado en editor Monaco","2025-02-14 23:18:33.000000"
"718","4","creó_método","Método 'void setNombre()' agregado a la clase 'Persona' en proyecto 4","2025-02-14 23:23:32.000000"
"719","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Hexagono.java","2025-02-14 23:31:22.000000"
"720","4","creó_atributo","Atributo 'public double matricula' agregado a la clase 'Vehiculo' en proyecto 4","2025-02-14 23:34:58.000000"
"721","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Gato.java","2025-02-14 23:36:05.000000"
"722","4","creó_clase","Clase 'Pila' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_4proyecto_4Pila.java","2025-02-14 23:39:46.000000"
"723","4","modificó_clase","Clase 'Poligono' modificada: se actualizó el modificador de acceso a 'private'","2025-02-14 23:46:16.000000"
"724","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4CuentaBancaria.java","2025-02-14 23:52:25.000000"
"725","4","modificó_atributo","Atributo 'saldo' de clase 'Pila' modificado: tipo cambiado a 'String'","2025-02-14 23:56:17.000000"
"726","4","estableció_herencia","Relación de herencia creada: 'CuentaBancaria' extiende a 'Poligono' en proyecto 4","2025-02-15 00:01:47.000000"
"727","4","modificó_atributo","Error: tipo incompatible al modificar atributo en 'Cliente'","2025-02-15 00:03:08.000000"
"728","4","creó_clase","Clase 'ListaEnlazada' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_4proyecto_4ListaEnlazada.java","2025-02-15 00:06:30.000000"
"729","4","estableció_herencia","Relación de herencia creada: 'Persona' extiende a 'Hexagono' en proyecto 4","2025-02-15 00:09:34.000000"
"730","4","modificó_atributo","Atributo 'precio' de clase 'Gato' modificado: tipo cambiado a 'boolean'","2025-02-15 00:12:49.000000"
"731","4","modificó_clase","Clase 'Nodo' modificada: se actualizó el modificador de acceso a 'public'","2025-02-15 00:14:28.000000"
"732","4","modificó_método","Error de sintaxis al modificar método en 'CuentaBancaria'","2025-02-15 00:16:18.000000"
"733","4","eliminó_herencia","Relación de herencia eliminada entre 'CuentaBancaria' y 'Poligono'","2025-02-15 00:23:02.000000"
"734","4","cerró_sesión_inactividad","El sistema cerró la sesión por 10 min sin actividad. Usuario 4 en proyecto 4","2025-02-15 00:27:15.000000"
"735","4","abrió_sesión","Usuario 4 inició sesión y abrió el proyecto 4","2025-02-18 00:43:00.000000"
"736","4","creó_método","Método 'boolean frenar()' agregado a la clase 'CuentaBancaria' en proyecto 4","2025-02-18 00:48:23.000000"
"737","4","estableció_herencia","Relación de herencia creada: 'Poligono' extiende a 'Gato' en proyecto 4","2025-02-18 00:50:53.000000"
"738","4","creó_método","Método 'double acelerar()' agregado a la clase 'Pila' en proyecto 4","2025-02-18 00:55:26.000000"
"739","4","modificó_método","Método 'caminar()' de clase 'Persona': cuerpo actualizado en editor Monaco","2025-02-18 00:58:29.000000"
"740","4","creó_atributo","Atributo 'public int tasa' agregado a la clase 'Nodo' en proyecto 4","2025-02-18 00:59:39.000000"
"741","4","estableció_herencia","Relación de herencia creada: 'Nodo' extiende a 'Hexagono' en proyecto 4","2025-02-18 01:03:31.000000"
"742","4","creó_atributo","Atributo 'private int kilometraje' agregado a la clase 'Gato' en proyecto 4","2025-02-18 01:11:18.000000"
"743","4","creó_atributo","Atributo 'public double descripcion' agregado a la clase 'Persona' en proyecto 4","2025-02-18 01:17:53.000000"
"744","4","creó_método","Método 'int calcularSalario()' agregado a la clase 'Cliente' en proyecto 4","2025-02-18 01:18:40.000000"
"745","4","eliminó_atributo","Atributo 'radio' eliminado de la clase 'Cliente'","2025-02-18 01:23:27.000000"
"746","4","creó_método","Método 'boolean frenar()' agregado a la clase 'Nodo' en proyecto 4","2025-02-18 01:28:49.000000"
"747","4","modificó_clase","Error al modificar clase 'Cliente': nombre inválido","2025-02-18 01:33:43.000000"
"748","4","creó_clase","Clase 'Gerente' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_4proyecto_4Gerente.java","2025-02-18 01:41:02.000000"
"749","4","compiló_java","Éxito en proyecto 4","2025-02-18 01:46:24.000000"
"750","4","creó_clase","Clase 'CuentaAhorro' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_4proyecto_4CuentaAhorro.java","2025-02-18 01:52:40.000000"
"751","4","creó_atributo","Atributo 'private char base' agregado a la clase 'Gato' en proyecto 4","2025-02-18 01:58:27.000000"
"752","4","creó_clase","Clase 'CuentaCorriente' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_4proyecto_4CuentaCorriente.java","2025-02-18 02:00:12.000000"
"753","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Poligono.java","2025-02-18 02:01:43.000000"
"754","4","modificó_atributo","Atributo 'radio' de clase 'CuentaCorriente' modificado: tipo cambiado a 'String'","2025-02-18 02:08:40.000000"
"755","4","estableció_herencia","Relación de herencia creada: 'CuentaAhorro' extiende a 'Gerente' en proyecto 4","2025-02-18 02:12:59.000000"
"756","4","creó_atributo","Atributo 'private String marca' agregado a la clase 'Nodo' en proyecto 4","2025-02-18 02:14:57.000000"
"757","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4ListaEnlazada.java","2025-02-18 02:16:52.000000"
"758","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4Vehiculo.java","2025-02-18 02:19:10.000000"
"759","4","creó_método","Error: firma duplicada al crear método en 'Cliente'","2025-02-18 02:26:33.000000"
"760","4","eliminó_clase","Error al eliminar clase 'Poligono': tiene dependencias activas","2025-02-18 02:28:41.000000"
"761","4","guardó_código","Archivo: codigos_fuenteusuario_4proyecto_4ListaEnlazada.java","2025-02-18 02:30:15.000000"
